Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10105015235,2,1.0,12.0,5460000,1,1401
10105015224,1,1.0,12.0,1260000,1,1401
10105015224,2,3.0,12.0,16380000,1,1401
10105015227,1,1.0,12.0,5460000,1,1401
10105015225,1,1.0,12.0,1260000,1,1401
10111022423,1,1.0,12.0,1260000,1,1401
10111022423,2,1.0,12.0,5460000,1,1401
10111022427,1,1.0,12.0,1260000,1,1401
10111022427,2,2.0,12.0,10920000,1,1401
10108020028,1,1.0,12.0,1260000,1,1401
10108020028,2,3.0,12.0,16380000,1,1401
10108020032,1,1.0,12.0,1260000,1,1401
10108020032,2,1.0,12.0,5460000,1,1401
10108020032,3,1.0,12.0,1260000,1,1401
10108020032,4,1.0,12.0,5460000,1,1401
10108020035,1,1.0,12.0,1260000,1,1401
10108020035,2,2.0,12.0,10920000,1,1401
10108020029,1,1.0,12.0,1260000,1,1401
10108020029,1,1.0,9.0,4095000,1,1401
10108020029,2,2.0,12.0,10920000,1,1401
10101011219,1,1.0,12.0,1610000,1,1401
10101011219,2,4.0,12.0,21840000,1,1401
10103013220,1,1.0,12.0,1960000,1,1401
10103013220,2,2.0,12.0,10920000,1,1401
10103013235,1,1.0,12.0,1960000,1,1401
10103013626,1,1.0,12.0,1610000,1,1401
10103013626,2,3.0,12.0,16380000,1,1401
10103013232,1,1.0,12.0,1960000,1,1401
10103013232,2,2.0,12.0,10920000,1,1401
10103013226,1,1.0,12.0,1960000,1,1401
10103013629,1,1.0,12.0,1610000,1,1401
10103013629,2,1.0,12.0,5460000,1,1401
10105016020,1,3.0,12.0,16380000,1,1401
10105016029,1,1.0,12.0,1610000,1,1401
