member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst
3,1,2,29.333333333333332,3,2,0,4,2
3,1,2,37.0,3,1,2,1,1
4,3,1,27.0,4,2,2,3,1
4,2,2,33.5,4,2,3,3,1
4,2,2,25.0,4,2,2,3,1
4,2,2,25.25,4,2,5,3,1
4,2,2,28.25,4,2,4,3,1
3,2,1,29.333333333333332,3,1,0,4,1
4,2,2,24.75,4,2,3,3,1
4,2,2,20.75,3,1,2,4,1
3,1,2,26.666666666666668,3,1,0,4,1
6,4,2,21.666666666666668,6,4,3,3,2
4,1,3,24.0,4,2,3,3,1
2,1,1,62.5,2,0,0,4,1
2,1,1,57.5,2,0,3,1,1
4,2,2,22.0,3,1,2,4,1
4,2,2,22.25,4,2,2,3,1
6,5,1,16.333333333333332,5,3,3,3,2
3,2,1,42.0,3,1,2,4,1
2,1,1,24.5,2,0,9,4,1
2,1,1,50.0,2,0,3,4,1
5,1,4,23.8,4,1,3,5,1
5,3,2,33.6,5,1,3,4,1
5,3,2,34.6,3,1,6,4,1
3,1,2,17.0,1,0,6,4,1
4,3,1,33.75,4,2,3,3,1
5,3,2,26.2,5,3,3,3,2
2,1,1,82.5,0,0,6,1,1
1,0,1,80.0,0,0,6,1,3
2,1,1,69.0,1,0,3,1,1
2,1,1,53.5,0,0,6,4,1
4,2,2,30.5,4,2,5,3,1
3,2,1,17.333333333333332,2,1,2,4,2
6,3,3,20.0,5,2,3,0,2
5,3,2,25.6,5,3,0,3,2
5,4,1,29.6,5,3,0,3,1
5,2,3,33.0,5,1,2,0,1
4,1,3,17.75,3,1,3,1,1
4,1,3,13.75,2,1,3,4,1
3,2,1,45.0,3,1,0,1,1
3,2,1,39.666666666666664,3,0,9,4,1
5,2,3,20.0,4,2,1,4,2
4,2,2,20.5,3,1,4,4,1
5,4,1,18.0,4,2,3,3,2
4,1,3,16.25,2,0,6,5,1
7,4,3,18.142857142857142,7,4,3,3,2
7,4,3,27.714285714285715,4,2,3,4,2
7,4,3,22.142857142857142,3,0,6,4,2
3,2,1,22.666666666666668,3,1,3,4,1
2,1,1,63.0,2,0,3,4,1
1,1,0,70.0,1,0,9,1,3
2,0,2,74.0,2,0,3,1,3
1,0,1,85.0,0,0,6,1,3
1,0,1,80.0,0,0,6,1,3
4,3,1,47.25,4,0,3,1,1
1,1,0,31.0,1,0,9,4,2
2,1,1,58.0,2,0,9,4,1
2,1,1,80.5,0,0,6,4,1
3,2,1,51.0,3,0,1,4,1
5,3,2,26.6,5,3,2,3,2
5,3,2,25.0,5,2,3,4,2
4,2,2,19.75,3,1,1,4,1
2,1,1,32.0,2,0,2,4,1
4,2,2,20.5,4,2,3,3,1
3,1,2,20.666666666666668,2,0,5,4,1
4,3,1,25.5,4,2,2,3,1
4,1,3,23.0,3,1,0,4,1
5,2,3,20.2,4,2,3,3,2
3,2,1,50.0,3,0,3,4,1
2,1,1,67.0,2,0,3,1,1
3,1,2,33.666666666666664,3,1,3,4,1
5,3,2,24.2,5,3,9,3,2
3,1,2,32.666666666666664,3,1,3,4,1
5,2,3,21.0,4,2,2,3,2
1,0,1,80.0,1,0,7,1,3
2,1,1,61.5,2,0,3,4,1
4,2,2,26.75,3,1,2,4,1
3,2,1,46.0,3,0,3,4,1
3,2,1,22.666666666666668,2,0,2,4,1
5,2,3,28.4,5,3,2,3,2
1,0,1,67.0,1,0,7,4,3
1,0,1,94.0,0,0,6,1,3
4,1,3,25.5,4,2,5,3,1
5,4,1,20.2,3,1,3,5,2
1,0,1,70.0,0,0,6,1,3
4,1,3,21.0,4,2,3,3,1
2,0,2,24.0,2,1,1,4,3
4,2,2,20.25,4,2,3,3,1
4,1,3,18.75,3,1,2,4,1
5,4,1,33.0,5,0,3,4,2
3,2,1,34.666666666666664,3,0,3,4,1
1,0,1,78.0,0,0,6,4,3
5,3,2,42.4,5,0,7,4,2
3,1,2,21.666666666666668,2,0,1,4,1
3,2,1,44.0,3,0,2,4,2
2,1,1,59.5,1,0,6,4,1
2,1,1,56.0,2,0,3,4,1
4,3,1,21.0,2,0,6,5,1
5,3,2,18.2,3,1,0,5,2
3,2,1,38.666666666666664,3,1,3,4,1
2,1,1,64.5,2,0,3,4,1
2,1,1,76.5,1,0,6,4,1
1,0,1,50.0,1,0,3,4,1
2,1,1,60.5,2,0,3,4,1
4,1,3,36.0,4,1,3,0,1
5,1,4,22.8,4,2,3,4,2
2,1,1,50.5,2,0,9,4,1
4,2,2,34.0,4,2,3,4,1
4,3,1,26.0,4,2,3,4,1
2,1,1,50.5,2,0,2,4,1
1,0,1,48.0,1,0,3,1,2
5,2,3,28.8,5,3,3,3,1
2,1,1,43.5,2,0,2,4,1
5,2,3,24.0,4,1,3,0,1
4,1,3,23.75,3,1,3,4,1
2,1,1,57.0,2,0,3,1,3
3,2,1,37.0,3,0,5,4,2
2,2,0,40.0,1,0,6,4,0
1,0,1,65.0,1,0,3,1,3
4,3,1,37.25,4,0,9,5,1
2,1,1,81.5,1,0,3,1,1
4,2,2,26.75,4,2,9,3,2
2,1,1,52.0,2,0,3,4,1
4,2,2,27.75,4,2,0,3,1
1,0,1,80.0,0,0,6,1,3
4,2,2,33.5,4,1,0,4,1
3,1,2,33.333333333333336,3,1,3,1,1
1,0,1,93.0,0,0,6,1,3
5,4,1,26.8,5,2,3,4,2
4,2,2,28.5,4,2,3,3,1
2,1,1,43.0,2,0,9,4,1
4,3,1,22.25,3,1,3,4,1
4,2,2,24.75,4,2,3,4,1
2,1,1,81.0,1,0,3,1,1
3,1,2,29.666666666666668,2,1,6,1,3
4,2,2,30.75,4,1,3,0,1
4,3,1,27.0,3,1,9,4,1
4,1,3,22.25,3,1,2,4,1
4,2,2,30.25,4,2,9,3,1
5,4,1,34.0,5,1,3,4,2
4,2,2,14.0,2,0,6,5,1
5,4,1,25.6,4,2,3,4,2
2,1,1,69.5,0,0,6,4,1
2,1,1,75.5,1,0,3,1,1
2,1,1,47.5,0,0,6,1,1
5,2,3,24.2,4,1,3,0,2
1,0,1,73.0,0,0,6,1,3
4,3,1,27.0,4,2,9,3,1
2,1,1,56.5,1,0,3,4,1
4,3,1,20.0,3,1,3,4,1
3,2,1,50.0,3,0,2,1,1
5,2,3,29.6,5,2,3,3,2
2,1,1,72.5,1,0,3,1,1
2,1,1,81.0,0,0,6,1,1
1,0,1,68.0,0,0,6,1,3
3,2,1,23.333333333333332,3,1,2,4,1
1,0,1,81.0,0,0,6,1,3
2,1,1,48.5,2,0,3,1,3
4,3,1,33.75,4,1,3,4,1
5,4,1,42.4,5,0,3,4,1
2,1,1,68.5,2,0,3,4,1
3,2,1,18.333333333333332,2,0,2,4,1
3,2,1,21.333333333333332,2,0,3,4,1
2,1,1,56.0,2,0,3,1,3
1,0,1,80.0,0,0,6,1,3
1,0,1,75.0,0,0,6,1,2
2,1,1,90.5,1,0,3,1,1
2,1,1,47.0,2,0,2,4,1
4,2,2,30.25,4,2,3,3,1
2,1,1,57.5,2,0,3,4,1
4,1,3,41.0,3,1,3,0,1
3,1,2,34.0,3,1,3,4,1
4,2,2,16.0,2,0,6,5,1
2,1,1,72.5,0,0,6,4,1
4,3,1,44.25,4,0,3,4,1
2,1,1,79.5,0,0,6,1,1
1,1,0,77.0,1,0,3,4,3
4,2,2,29.0,4,1,9,4,1
4,2,2,36.25,4,1,2,4,1
4,2,2,36.0,4,1,9,4,1
5,3,2,17.0,3,2,6,5,2
5,2,3,22.8,5,3,3,3,2
4,2,2,22.0,4,2,9,3,1
2,1,1,58.0,2,0,9,4,1
3,2,1,32.666666666666664,3,1,3,4,1
5,3,2,27.2,5,3,9,3,2
3,2,1,42.333333333333336,3,1,2,4,1
2,1,1,62.0,2,0,3,4,1
4,2,2,32.0,4,2,3,3,1
5,2,3,21.6,4,2,9,3,2
4,3,1,24.75,4,2,9,3,1
2,1,1,57.5,2,0,3,1,1
2,1,1,50.0,1,0,6,1,1
4,3,1,20.75,4,2,2,3,1
2,1,1,55.5,2,0,3,4,1
4,2,2,43.0,4,0,3,4,1
4,3,1,46.5,3,0,2,4,1
2,1,1,37.0,2,1,3,4,3
6,3,3,24.333333333333332,5,2,3,4,2
5,2,3,15.2,3,1,0,4,2
2,1,1,82.5,0,0,6,4,1
1,0,1,72.0,1,0,7,1,3
3,2,1,64.0,1,0,6,4,1
2,1,1,75.0,2,0,7,4,1
4,2,2,24.5,4,2,3,3,1
1,0,1,80.0,0,0,6,1,3
4,3,1,39.0,4,2,3,3,1
1,0,1,80.0,0,0,6,1,3
4,2,2,31.75,4,2,3,3,1
2,1,1,66.0,2,0,3,1,1
5,4,1,23.0,4,2,2,3,2
5,3,2,42.6,5,1,5,4,2
1,0,1,65.0,1,0,3,1,1
3,1,2,35.333333333333336,3,1,9,4,1
1,0,1,68.0,0,0,6,1,3
4,3,1,20.75,4,2,3,3,1
3,2,1,25.0,2,0,9,4,1
4,3,1,20.25,3,1,9,4,1
5,3,2,24.4,4,2,3,4,2
2,1,1,70.0,2,0,7,4,1
5,2,3,19.0,4,2,3,3,2
3,1,2,38.666666666666664,3,1,9,4,1
4,2,2,24.0,4,2,2,3,1
5,1,4,26.8,5,3,9,3,2
2,1,1,62.5,2,0,3,4,1
1,0,1,75.0,0,0,6,1,3
2,1,1,69.5,1,0,7,1,1
3,1,2,43.333333333333336,3,1,3,4,1
5,4,1,19.6,4,2,9,3,2
1,0,1,51.0,0,0,6,4,3
5,3,2,28.2,5,1,3,4,2
2,1,1,77.5,2,0,9,4,1
3,2,1,41.333333333333336,3,1,3,4,1
4,1,3,26.25,4,2,2,4,1
4,2,2,25.0,4,2,2,3,1
2,1,1,60.0,2,0,3,4,1
2,1,1,69.5,1,0,3,4,1
4,2,2,42.75,3,0,2,4,1
2,1,1,64.5,2,0,3,4,1
4,2,2,22.0,3,1,9,4,1
4,2,2,18.75,3,1,2,4,1
4,1,3,32.75,4,1,3,4,1
4,3,1,37.0,3,0,6,4,1
4,2,2,20.5,4,2,3,4,1
4,2,2,23.5,3,1,3,4,1
5,3,2,33.8,4,0,9,4,1
4,1,3,25.0,4,2,3,3,1
4,2,2,21.0,3,1,3,4,1
5,2,3,52.4,1,0,6,4,2
5,3,2,15.0,3,1,3,5,2
1,0,1,97.0,0,0,6,4,3
4,1,3,21.75,4,2,3,4,1
5,4,1,18.0,3,1,3,5,2
3,2,1,22.333333333333332,3,0,3,4,1
1,0,1,84.0,0,0,6,1,3
4,2,2,19.75,3,1,9,4,1
4,2,2,15.75,2,0,6,5,1
2,1,1,37.0,1,0,6,4,1
2,1,1,40.0,1,0,6,4,3
4,3,1,42.25,4,1,3,4,1
3,2,1,36.666666666666664,3,0,3,4,1
5,3,2,47.0,3,0,6,4,2
4,2,2,61.5,3,0,3,4,1
4,2,2,33.0,4,1,3,4,1
1,0,1,67.0,0,0,6,1,3
1,1,0,73.0,1,0,3,4,3
4,2,2,40.75,3,1,3,4,1
3,2,1,53.0,3,0,9,4,1
1,0,1,77.0,0,0,6,1,3
1,1,0,90.0,0,0,6,1,3
2,2,0,48.5,2,0,3,4,3
4,3,1,19.75,3,1,9,4,1
4,2,2,40.0,3,0,9,4,2
3,2,1,27.333333333333332,3,1,3,4,1
5,4,1,29.8,5,2,3,4,2
2,1,1,60.0,2,0,3,4,1
3,2,1,46.0,2,0,3,4,1
4,2,2,22.0,3,1,1,4,1
4,1,3,22.5,4,2,3,3,1
4,3,1,37.0,3,1,6,4,2
3,2,1,18.666666666666668,2,0,9,4,1
5,4,1,22.4,4,3,9,3,2
4,3,1,17.5,2,0,9,4,1
6,2,4,35.5,6,1,3,4,2
5,3,2,26.8,4,2,2,4,2
3,1,2,45.666666666666664,3,0,3,4,1
4,3,1,24.0,3,1,9,4,1
2,1,1,66.5,1,0,3,4,1
2,1,1,60.0,2,0,3,4,1
1,0,1,75.0,0,0,6,1,3
1,0,1,70.0,0,0,6,4,3
4,2,2,40.25,4,1,3,4,1
2,1,1,67.5,2,0,3,4,1
1,1,0,86.0,1,0,3,1,3
1,1,0,59.0,1,0,9,4,2
4,3,1,32.75,4,2,3,3,1
3,2,1,21.666666666666668,2,0,9,4,1
4,3,1,31.0,4,2,2,4,1
2,1,1,58.5,2,0,0,4,1
6,3,3,39.166666666666664,5,1,2,4,2
4,3,1,35.25,4,2,1,4,1
1,0,1,47.0,1,0,3,4,3
3,1,2,53.333333333333336,2,1,3,4,1
1,0,1,65.0,0,0,6,4,3
2,1,1,77.0,0,0,6,4,1
1,0,1,73.0,0,0,6,4,3
2,1,1,64.5,0,0,6,4,1
3,2,1,61.666666666666664,1,0,6,4,1
2,1,1,56.0,2,0,9,1,1
1,0,1,67.0,1,0,3,1,3
1,0,1,61.0,1,0,3,4,0
1,0,1,84.0,0,0,6,1,3
3,0,3,15.0,2,2,2,4,2
1,0,1,82.0,0,0,6,4,3
2,1,1,63.5,2,0,3,1,1
5,2,3,16.4,5,4,3,3,2
3,2,1,35.333333333333336,3,1,9,4,1
3,2,1,32.333333333333336,3,0,2,4,2
2,1,1,59.5,1,0,6,4,1
4,1,3,19.75,3,1,9,4,1
5,3,2,24.0,5,3,2,3,2
3,1,2,24.0,2,0,1,4,1
4,2,2,24.75,4,2,9,3,1
2,1,1,60.0,2,0,3,4,1
2,1,1,78.0,1,0,3,4,1
4,2,2,25.0,3,1,0,4,1
2,1,1,62.0,1,0,3,4,1
4,3,1,32.25,4,1,9,4,1
2,1,1,78.5,0,0,6,4,1
2,1,1,61.5,2,0,3,4,1
3,0,3,13.0,2,1,3,4,2
4,2,2,25.75,4,2,3,3,1
4,3,1,31.75,4,2,2,3,1
3,2,1,23.666666666666668,2,0,9,4,1
4,2,2,29.75,4,2,2,3,1
5,4,1,14.8,3,1,2,5,2
6,2,4,15.166666666666666,4,2,3,3,2
3,1,2,28.666666666666668,3,1,9,4,1
2,1,1,62.0,2,0,3,4,1
4,2,2,19.25,3,1,3,4,1
4,2,2,16.5,2,0,6,5,1
4,2,2,24.75,4,2,3,3,1
1,0,1,35.0,1,0,9,2,2
6,3,3,17.666666666666668,5,3,9,3,2
1,1,0,75.0,1,0,3,1,3
1,0,1,66.0,0,0,6,2,3
5,4,1,28.6,5,2,3,3,1
6,3,3,37.333333333333336,4,0,6,5,2
7,4,3,40.285714285714285,2,0,6,2,2
2,2,0,39.0,2,1,9,4,3
5,1,4,26.2,5,3,2,3,2
3,1,2,16.666666666666668,2,0,3,4,1
4,2,2,29.75,3,2,9,3,1
1,0,1,96.0,0,0,6,1,3
2,1,1,69.0,2,0,3,1,1
4,1,3,27.5,4,2,9,3,1
4,2,2,27.0,4,2,4,4,1
3,2,1,32.333333333333336,3,0,9,1,2
1,0,1,67.0,1,0,3,1,3
2,0,2,55.5,1,0,6,1,3
1,0,1,27.0,0,0,6,1,0
1,1,0,55.0,1,0,9,1,1
3,2,1,22.333333333333332,3,1,2,5,1
1,0,1,67.0,0,0,6,1,3
4,2,2,19.0,3,1,9,4,1
3,2,1,44.0,3,0,3,4,1
5,4,1,24.0,5,3,3,3,2
2,0,2,23.0,2,1,2,4,0
4,3,1,23.75,3,1,9,4,1
4,1,3,17.5,4,2,3,3,1
1,1,0,52.0,1,0,3,1,1
2,1,1,51.0,2,0,3,4,1
5,1,4,23.6,4,2,9,3,2
3,2,1,34.333333333333336,2,0,2,4,2
4,1,3,18.5,4,2,9,3,1
5,3,2,14.2,3,1,6,5,2
3,1,2,20.333333333333332,3,2,9,3,2
1,1,0,50.0,0,0,6,4,1
3,2,1,60.0,1,0,6,1,1
3,1,2,23.333333333333332,2,0,9,4,1
5,3,2,29.6,5,2,3,4,2
3,2,1,48.333333333333336,3,0,9,1,1
4,2,2,24.0,3,1,3,4,1
4,3,1,24.0,4,2,3,3,1
4,2,2,23.25,2,1,3,4,1
4,2,2,30.75,4,2,3,3,1
1,1,0,60.0,0,0,6,1,3
5,3,2,24.0,5,3,9,3,2
7,3,4,22.857142857142858,6,3,3,3,2
4,3,1,34.5,4,0,2,4,1
5,4,1,26.4,5,3,1,3,2
4,1,3,29.0,4,2,2,3,1
4,1,3,15.25,2,0,6,5,1
4,2,2,32.5,4,2,2,3,1
2,1,1,39.5,2,0,2,1,3
1,1,0,47.0,1,0,9,4,1
4,1,3,19.0,4,2,9,3,1
2,1,1,45.5,1,0,6,1,3
1,1,0,69.0,0,0,6,0,3
4,2,2,20.5,3,1,2,4,1
2,1,1,63.0,0,0,6,4,1
3,2,1,35.666666666666664,3,1,3,4,1
4,2,2,22.5,4,3,0,3,1
3,1,2,29.666666666666668,3,1,9,4,1
2,1,1,71.5,0,0,6,2,1
3,1,2,21.333333333333332,2,0,2,4,1
1,0,1,67.0,0,0,6,0,3
3,1,2,17.333333333333332,2,0,9,4,1
4,1,3,24.25,4,2,9,3,1
5,3,2,20.4,3,2,3,3,2
1,0,1,40.0,1,0,3,1,2
1,1,0,33.0,1,1,0,4,1
3,2,1,27.0,3,1,3,4,1
4,3,1,16.5,2,1,6,5,1
3,1,2,42.333333333333336,3,1,9,4,1
3,2,1,18.333333333333332,2,0,2,4,1
4,2,2,31.5,4,2,3,3,1
2,1,1,62.5,0,0,6,2,1
5,2,3,32.6,5,1,3,4,2
4,2,2,20.5,4,2,3,3,1
2,1,1,64.0,0,0,6,2,1
6,3,3,23.666666666666668,4,3,6,3,2
1,0,1,92.0,0,0,6,1,3
5,1,4,19.0,4,2,9,3,2
4,2,2,34.0,4,1,0,4,1
1,0,1,73.0,0,0,6,1,3
4,3,1,33.5,4,0,2,5,1
1,0,1,80.0,0,0,6,1,3
5,3,2,22.6,4,2,3,3,2
3,2,1,22.666666666666668,2,0,0,4,1
2,1,1,42.0,1,0,6,4,3
2,0,2,57.5,0,0,6,1,3
4,2,2,22.0,4,2,3,3,1
3,2,1,18.333333333333332,2,0,2,4,1
4,3,1,22.5,4,2,0,3,1
4,2,2,18.75,2,0,6,5,1
8,3,5,22.125,7,3,3,3,2
5,3,2,31.0,3,1,6,4,1
4,1,3,13.0,2,0,3,5,1
3,1,2,43.666666666666664,1,1,6,1,1
16,6,10,19.125,14,7,9,3,2
1,0,1,49.0,1,0,9,1,3
7,3,4,29.714285714285715,4,0,6,4,1
5,3,2,14.2,3,1,9,5,2
6,4,2,17.333333333333332,5,3,3,3,2
2,1,1,24.0,2,0,3,4,1
5,3,2,15.8,3,1,3,5,2
3,2,1,20.666666666666668,2,0,2,4,1
4,2,2,22.0,3,1,3,4,1
1,1,0,38.0,1,0,9,4,0
1,0,1,74.0,0,0,6,1,3
4,2,2,41.75,2,0,6,0,1
8,7,1,21.0,7,2,9,5,2
4,3,1,16.25,2,0,6,5,1
8,3,5,35.125,8,1,2,5,2
8,4,4,26.375,6,0,2,0,1
5,2,3,17.6,4,2,9,3,2
4,4,0,45.0,3,0,0,5,2
2,1,1,63.0,0,0,6,1,1
3,2,1,26.333333333333332,2,0,2,2,1
7,4,3,25.714285714285715,6,3,3,3,2
6,2,4,15.0,5,3,3,3,2
5,3,2,28.6,5,0,9,0,1
2,1,1,32.5,2,0,9,4,1
4,3,1,35.75,1,0,6,4,1
5,3,2,21.2,5,3,9,3,2
3,2,1,45.0,2,0,3,4,1
5,2,3,21.6,5,3,3,3,2
5,2,3,23.6,4,2,3,3,2
6,2,4,16.5,4,2,3,3,2
1,0,1,69.0,0,0,6,1,3
2,1,1,26.5,2,0,0,4,1
5,3,2,22.0,5,3,9,3,2
5,2,3,37.0,4,0,3,0,1
6,2,4,35.166666666666664,6,1,2,5,2
4,2,2,39.75,3,0,3,5,1
6,4,2,30.0,6,1,3,5,2
3,1,2,38.333333333333336,3,0,3,0,1
5,1,4,20.2,5,3,3,3,2
2,1,1,45.0,0,0,6,4,1
5,4,1,43.4,3,0,9,5,2
5,2,3,23.2,5,3,3,3,2
4,2,2,47.5,2,0,6,0,1
8,3,5,17.5,5,1,3,5,2
5,4,1,26.0,5,1,3,5,2
2,1,1,68.5,0,0,6,1,1
3,2,1,20.0,2,0,2,4,1
4,2,2,41.5,2,0,6,0,1
3,2,1,42.333333333333336,3,1,2,4,1
4,3,1,23.5,3,1,9,4,1
2,1,1,60.5,0,0,6,1,1
7,3,4,21.428571428571427,7,3,3,0,2
3,1,2,20.333333333333332,3,2,5,3,2
3,2,1,47.0,2,0,6,1,3
10,4,6,21.1,7,4,6,3,2
3,1,2,23.333333333333332,2,0,9,4,1
6,2,4,23.0,4,1,3,0,2
5,2,3,39.8,2,1,6,1,1
6,3,3,36.333333333333336,3,1,6,0,2
5,1,4,24.4,4,1,3,0,2
8,4,4,29.125,8,2,3,5,1
8,4,4,18.0,5,1,3,4,2
4,1,3,16.5,3,1,0,4,1
5,3,2,21.0,5,3,3,3,2
5,3,2,23.8,5,3,3,3,2
4,2,2,27.25,3,2,6,3,2
2,1,1,34.0,2,0,3,1,3
3,2,1,43.666666666666664,3,0,3,1,1
3,2,1,19.333333333333332,2,0,9,4,1
6,3,3,36.5,5,1,3,0,1
4,3,1,28.25,4,1,2,4,1
3,1,2,19.0,2,0,3,4,1
6,3,3,31.166666666666668,5,1,3,4,1
6,4,2,21.5,6,3,9,3,2
6,3,3,34.0,2,0,6,1,2
4,2,2,53.5,3,1,3,4,1
5,2,3,18.2,4,2,2,3,2
5,2,3,18.8,4,2,3,3,2
6,1,5,31.166666666666668,4,1,2,0,2
5,3,2,30.6,4,3,3,4,1
4,1,3,22.75,4,2,9,3,1
4,1,3,19.5,3,1,5,4,1
5,3,2,25.0,5,3,2,3,2
3,2,1,39.666666666666664,3,1,3,4,1
3,2,1,51.333333333333336,3,0,3,1,1
5,4,1,23.4,5,2,9,3,2
4,3,1,22.0,4,2,3,3,1
6,3,3,26.666666666666668,6,1,9,4,1
6,1,5,24.166666666666668,6,3,3,3,2
4,3,1,34.75,4,2,3,3,1
4,2,2,17.25,3,1,9,4,1
6,3,3,24.0,6,4,3,3,2
5,4,1,16.6,4,2,3,3,2
5,3,2,18.0,4,2,3,4,2
1,0,1,82.0,0,0,6,0,3
4,1,3,26.5,4,2,9,3,1
4,2,2,26.0,3,0,3,4,1
5,3,2,14.8,3,1,3,5,2
3,1,2,22.666666666666668,3,1,3,4,1
3,2,1,18.0,2,0,9,4,1
4,2,2,20.75,4,2,3,3,1
6,3,3,25.666666666666668,6,2,3,0,2
6,3,3,28.333333333333332,5,4,0,3,2
2,1,1,34.0,2,0,3,4,1
1,0,1,57.0,0,0,6,1,3
3,2,1,33.333333333333336,2,0,3,5,1
4,2,2,17.5,3,1,3,4,1
6,5,1,25.0,6,4,2,3,1
6,3,3,25.166666666666668,6,1,3,0,1
5,3,2,32.0,3,1,6,4,1
6,1,5,22.666666666666668,5,3,9,3,2
4,1,3,20.25,3,1,3,4,1
7,4,3,23.571428571428573,6,2,9,4,1
4,1,3,24.25,4,2,3,3,1
1,0,1,78.0,0,0,6,0,3
5,1,4,24.2,5,3,3,3,2
2,1,1,26.0,2,0,2,4,1
6,3,3,22.666666666666668,5,3,3,3,2
5,3,2,18.4,4,2,3,3,2
5,2,3,18.2,4,2,3,3,2
6,3,3,21.0,5,2,3,5,2
4,2,2,16.5,3,1,3,4,1
5,2,3,15.8,3,1,3,5,2
4,2,2,31.25,3,1,2,0,1
3,1,2,19.0,2,0,9,4,1
3,2,1,55.0,1,0,6,1,1
2,1,1,59.5,1,0,7,4,1
5,3,2,46.0,3,0,6,0,2
5,2,3,25.6,4,3,3,3,2
5,1,4,40.6,4,1,3,0,2
6,3,3,25.0,5,2,2,3,2
4,3,1,40.25,2,1,6,1,1
5,3,2,20.8,4,2,3,3,2
1,1,0,67.0,0,0,6,1,3
8,4,4,23.375,5,1,6,0,2
5,3,2,42.6,5,0,3,4,2
3,2,1,39.0,3,1,3,4,1
2,1,1,62.0,1,0,6,1,3
1,0,1,70.0,0,0,6,1,3
4,2,2,17.5,2,0,3,5,1
3,1,2,44.333333333333336,3,0,9,0,1
3,2,1,40.333333333333336,1,1,6,4,1
3,1,2,70.0,1,0,6,0,1
3,1,2,25.666666666666668,3,1,9,4,1
6,2,4,17.333333333333332,3,0,6,5,1
7,3,4,44.142857142857146,4,1,6,0,1
3,2,1,21.0,2,0,9,4,1
6,3,3,54.0,4,0,6,1,1
4,2,2,27.75,3,1,2,0,1
4,1,3,17.25,3,1,9,4,1
5,1,4,24.4,5,3,3,3,2
8,6,2,29.0,7,1,2,5,1
4,2,2,24.25,4,2,9,3,1
4,3,1,44.25,2,1,6,1,1
3,2,1,35.0,3,0,2,1,2
3,2,1,43.0,2,0,3,4,2
4,2,2,25.75,4,2,2,4,1
6,5,1,25.166666666666668,6,3,3,3,2
5,4,1,24.6,5,3,3,3,2
4,1,3,29.75,2,2,6,3,1
7,4,3,39.285714285714285,4,0,6,0,1
4,2,2,25.25,4,2,2,3,1
4,2,2,36.0,2,1,6,1,1
4,2,2,20.0,2,0,3,5,1
1,1,0,75.0,0,0,6,1,0
3,1,2,63.666666666666664,0,0,6,0,1
3,1,2,35.666666666666664,3,1,7,1,1
2,1,1,57.0,0,0,6,1,1
1,0,1,74.0,0,0,6,1,3
2,1,1,43.0,0,0,6,4,1
5,4,1,30.2,5,2,2,3,1
5,3,2,32.2,3,0,6,0,1
5,3,2,23.6,4,2,2,3,2
5,2,3,18.2,4,2,2,3,2
4,2,2,44.75,2,0,6,0,2
1,1,0,80.0,0,0,6,1,3
5,4,1,23.0,5,3,3,3,2
2,1,1,26.0,2,0,2,4,1
6,2,4,18.333333333333332,5,3,3,3,2
5,3,2,18.2,4,2,3,3,2
4,1,3,18.75,2,2,6,3,2
4,1,3,17.5,2,0,2,5,1
2,1,1,43.0,2,0,9,4,1
5,4,1,18.2,4,2,3,3,2
6,2,4,24.166666666666668,4,2,3,3,2
5,3,2,26.0,5,3,3,3,2
6,3,3,24.666666666666668,6,3,3,3,2
4,3,1,27.75,4,2,3,3,1
2,1,1,62.0,0,0,6,1,1
4,2,2,40.75,2,0,6,5,1
11,6,5,22.363636363636363,8,1,3,0,1
4,2,2,43.25,2,0,6,0,1
3,2,1,48.666666666666664,1,1,6,1,1
2,1,1,28.0,1,0,3,2,2
1,1,0,62.0,0,0,6,0,1
5,3,2,29.2,5,1,3,5,2
5,3,2,43.4,4,0,2,0,2
5,2,3,26.0,5,2,9,3,2
7,3,4,26.428571428571427,6,2,3,0,2
5,3,2,15.6,3,1,2,5,2
6,3,3,39.833333333333336,4,1,9,0,1
4,2,2,21.25,4,2,3,4,1
2,1,1,64.0,0,0,6,1,1
4,2,2,35.0,3,0,3,1,1
3,2,1,38.333333333333336,3,1,3,4,1
2,1,1,63.0,1,0,6,1,1
5,1,4,29.4,2,2,6,3,2
10,5,5,21.6,8,2,2,4,2
6,4,2,36.333333333333336,6,1,3,0,1
1,0,1,54.0,1,0,7,1,3
5,2,3,24.4,2,0,6,5,1
3,2,1,24.333333333333332,2,0,9,4,1
7,4,3,20.857142857142858,5,1,2,4,1
2,1,1,66.5,1,0,3,1,1
3,1,2,45.666666666666664,2,0,6,0,2
5,3,2,27.8,5,3,3,3,2
4,2,2,24.0,4,1,3,4,1
3,2,1,32.666666666666664,2,0,3,1,1
6,4,2,44.166666666666664,5,0,9,0,2
2,1,1,84.5,0,0,6,2,1
1,0,1,74.0,0,0,6,0,3
2,1,1,77.0,0,0,6,2,1
5,3,2,41.2,3,0,6,5,2
2,1,1,56.0,2,0,9,2,1
4,2,2,27.25,3,1,3,2,1
3,1,2,56.333333333333336,1,0,6,0,1
3,2,1,25.666666666666668,2,0,9,4,1
4,2,2,20.25,3,1,3,4,1
1,0,1,87.0,0,0,6,0,3
2,1,1,71.5,0,0,6,2,1
7,4,3,25.285714285714285,7,1,3,0,2
5,3,2,14.0,2,0,6,5,2
6,4,2,21.833333333333332,5,2,3,5,2
1,0,1,70.0,0,0,6,0,3
